Complex,E2_gene_name,E3_gene_name,E2_uniprot,E3_uniprot,UB_I44_E2_distance(angstrom),Ub_Cterm_Cys_distance(angstrom),dG_AB,dG_AC,dG_BC,dSASA_AB,dSASA_AC,dSASA_BC,dSASA_hphobic_AB,dSASA_hphobic_AC,dSASA_hphobic_BC,dSASA_polar_AB,dSASA_polar_AC,dSASA_polar_BC,ipSAE_AB,ipSAE_AC,ipSAE_BC,linchpin,maxPAE_AB,maxPAE_AC,maxPAE_BC,meanPAE_AB,meanPAE_AC,meanPAE_BC,minPAE_AB,minPAE_AC,minPAE_BC,n_hbonds_AB,n_hbonds_AC,n_hbonds_BC,n_res_AB,n_res_AC,n_res_BC,pDockQ2_AB,pDockQ2_AC,pDockQ2_BC,pDockQ_AB,pDockQ_AC,pDockQ_BC,unsat_hbonds_AB,unsat_hbonds_AC,unsat_hbonds_BC,set_id,predicted_probability,predicted_label
UB-UBE2E1-NFXL1,UBE2E1,NFXL1,P51965,Q6ZNB6,7.16944694519043,4.13214111328125,-55.536,-77.573,-75.936,2152.259,2863.629,2826.641,1164.658,1591.539,1390.728,987.6,1272.09,1435.913,0.776183,0.6898,0.782763,True,12.8,13.02,5.99,2.83,3.11,1.74,1.12,1.09,1.05,10.0,12.0,14.0,82.0,113.0,115.0,0.8197,0.7723,0.833,0.5833,0.1971,0.2856,6.0,18.0,19.0,E3_without_E2_set,0.936497,pair
UB-UBE2E1-RFPL4B,UBE2E1,RFPL4B,P51965,Q6ZWI9,7.26688814163208,4.103851795196533,-43.019,-75.423,-70.236,2219.695,3132.497,2672.287,1227.848,1662.226,1432.858,991.847,1470.271,1239.429,0.762792,0.618938,0.783676,False,12.28,19.5,7.96,3.08,4.62,1.91,1.26,1.29,0.99,6.0,16.0,14.0,71.0,115.0,106.0,0.8053,0.6081,0.8263,0.5821,0.1709,0.2417,8.0,14.0,12.0,E3_without_E2_set,0.96467096,pair
UB-UBE2E1-RBBP6,UBE2E1,RBBP6,P51965,Q7Z6E9,7.961858749389648,4.476339817047119,-39.551,-66.459,-43.868,1614.536,2803.983,2315.263,848.197,1538.381,1213.245,766.339,1265.602,1102.019,0.650977,0.466064,0.740883,False,21.48,4.12,8.08,4.94,2.66,2.02,1.66,2.12,1.12,7.0,14.0,7.0,70.0,115.0,98.0,0.5484,0.6433,0.8288,0.4719,0.0807,0.2996,6.0,15.0,15.0,E3_without_E2_set,0.4141616,nonpair
UB-UBE2E1-TRIM74,UBE2E1,TRIM74,P51965,Q86UV6,7.268529415130615,4.607079982757568,-53.295,-72.61,-62.809,1997.318,2790.157,2540.822,1295.664,1575.401,1465.76,701.654,1214.757,1075.062,0.75472,0.631891,0.796843,False,24.05,6.65,7.35,4.74,2.49,1.79,1.35,1.19,0.99,5.0,12.0,11.0,65.0,113.0,102.0,0.6136,0.7416,0.8369,0.4957,0.1838,0.3023,7.0,12.0,15.0,E3_without_E2_set,0.93321157,pair
UB-UBE2E1-TRIM73,UBE2E1,TRIM73,P51965,Q86UV7,7.280873775482178,4.448037147521973,-48.696,-66.531,-60.437,2017.151,2837.586,2619.753,1296.756,1700.745,1515.164,720.395,1136.841,1104.589,0.740664,0.615495,0.790221,False,25.66,6.83,7.47,4.76,2.61,1.82,1.41,1.24,1.01,5.0,9.0,8.0,66.0,110.0,102.0,0.604,0.7238,0.8254,0.4759,0.1681,0.2861,8.0,16.0,20.0,E3_without_E2_set,0.9929054,pair
UB-UBE2E1-MEX3D,UBE2E1,MEX3D,P51965,Q86XN8,7.414048671722412,3.824629783630371,-46.403,-75.882,-65.499,1610.513,2913.258,2402.278,861.239,1574.114,1267.518,749.274,1339.143,1134.76,0.728632,0.599165,0.668666,True,13.51,3.48,8.55,3.1,1.96,2.93,1.14,1.29,1.27,10.0,17.0,15.0,61.0,113.0,95.0,0.7648,0.7708,0.7148,0.5652,0.1028,0.2122,4.0,17.0,17.0,E3_without_E2_set,0.21013977,nonpair
UB-UBE2E1-MARCHF9,UBE2E1,MARCHF9,P51965,Q86YJ5,7.480848789215088,3.934612989425659,-62.605,-78.798,-71.781,2331.366,3096.369,2832.412,1352.593,1769.612,1535.861,978.774,1326.756,1296.551,0.724764,0.634135,0.771426,False,25.56,3.23,6.59,4.54,1.79,1.9,1.38,1.07,1.08,8.0,10.0,12.0,76.0,117.0,112.0,0.6194,0.8208,0.8649,0.5307,0.3604,0.2956,9.0,14.0,18.0,E3_without_E2_set,0.97812647,pair
UB-UBE2E1-TRIM42,UBE2E1,TRIM42,P51965,Q8IWZ5,8.040026664733887,4.621061325073242,-11.345,-47.664,-33.039,1073.758,2527.251,2003.307,696.847,1565.712,1109.675,376.911,961.539,893.632,0.157384,0.015327,0.335975,False,21.78,11.73,10.7,9.53,9.57,4.99,3.99,7.99,3.04,3.0,10.0,9.0,44.0,98.0,81.0,0.1212,0.0433,0.3058,0.2891,0.0268,0.1276,10.0,21.0,21.0,E3_without_E2_set,0.09382655,nonpair
UB-UBE2E1-RNF113B,UBE2E1,RNF113B,P51965,Q8IZP6,8.343186378479004,4.7179131507873535,-8.714,-31.458,-29.806,1313.696,2604.513,1937.875,786.973,1503.93,1097.642,526.723,1100.583,840.233,0.016223,0.0,0.13465,False,23.36,19.84,12.62,14.49,16.9,8.25,7.48,13.84,4.83,4.0,8.0,6.0,59.0,104.0,87.0,0.0292,0.0141,0.0905,0.2709,0.0226,0.1246,7.0,25.0,19.0,E3_without_E2_set,0.50976384,pair
UB-UBE2E1-VPS8,UBE2E1,VPS8,P51965,Q8N3P4,8.063233375549316,4.509745597839356,-17.424,-61.673,-50.718,1557.78,2694.212,2468.928,862.775,1446.022,1191.134,695.005,1248.189,1277.794,0.141822,0.0,0.0,False,23.64,23.61,21.59,10.36,19.56,15.78,4.22,16.41,11.27,4.0,14.0,12.0,61.0,109.0,92.0,0.0808,0.0118,0.0156,0.3414,0.037,0.055,15.0,28.0,23.0,E3_without_E2_set,0.06131801,nonpair
UB-UBE2E1-RNF175,UBE2E1,RNF175,P51965,Q8N4F7,7.318625450134277,4.19881534576416,-49.108,-81.176,-71.642,1771.165,2918.402,2477.025,1066.151,1652.409,1412.388,705.013,1265.994,1064.637,0.770504,0.635229,0.731631,False,9.43,5.5,7.46,2.68,2.16,2.03,1.08,1.21,1.14,6.0,16.0,14.0,65.0,117.0,98.0,0.833,0.8049,0.8194,0.6044,0.197,0.2875,6.0,14.0,18.0,E3_without_E2_set,0.6530975,pair
UB-UBE2E1-TRIML1,UBE2E1,TRIML1,P51965,Q8N9V2,7.216111660003662,4.310018539428711,-52.72,-69.311,-61.051,2193.875,2939.765,2535.259,1172.847,1554.85,1327.949,1021.028,1384.915,1207.31,0.611596,0.496808,0.76004,False,20.66,6.0,9.55,5.25,3.3,2.09,1.73,1.82,1.07,8.0,14.0,12.0,72.0,114.0,100.0,0.4997,0.5949,0.7322,0.4321,0.1484,0.2566,11.0,14.0,19.0,E3_without_E2_set,0.9717551,pair
UB-UBE2E1-WDSUB1,UBE2E1,WDSUB1,P51965,Q8N9V3,7.331305980682373,3.865545034408569,-60.904,-88.711,-69.56,2293.624,3329.065,2599.173,1271.686,1771.007,1390.147,1021.937,1558.058,1209.026,0.77543,0.704304,0.802789,False,14.81,3.41,28.39,3.06,1.97,4.1,1.23,1.14,0.96,12.0,21.0,15.0,77.0,118.0,104.0,0.7952,0.8336,0.5608,0.5772,0.1565,0.2695,9.0,16.0,13.0,E3_without_E2_set,0.9602953,pair
UB-UBE2E1-MARCHF10,UBE2E1,MARCHF10,P51965,Q8NA82,8.194730758666992,4.187559127807617,-52.846,-72.629,-66.977,1977.779,2837.032,2652.499,1264.84,1740.353,1549.16,712.939,1096.679,1103.339,0.770913,0.64308,0.776463,False,19.88,3.1,6.93,3.62,1.74,1.94,1.27,1.09,1.04,6.0,13.0,15.0,76.0,113.0,103.0,0.7471,0.8695,0.859,0.5621,0.3557,0.284,5.0,20.0,18.0,E3_without_E2_set,0.84308594,pair
UB-UBE2E1-RNF214,UBE2E1,RNF214,P51965,Q8ND24,7.911291122436523,4.637404918670654,-34.696,-63.369,-39.278,1514.633,2924.08,2159.296,1098.387,1803.454,1260.488,416.246,1120.626,898.808,0.577145,0.314084,0.694437,False,20.95,12.99,8.84,5.24,6.33,2.16,2.03,3.34,1.21,4.0,12.0,10.0,68.0,120.0,90.0,0.4946,0.2732,0.7323,0.4529,0.0322,0.2214,1.0,17.0,16.0,E3_without_E2_set,0.09287134,nonpair
UB-UBE2E1-SH3RF2,UBE2E1,SH3RF2,P51965,Q8TEC5,7.390058040618896,3.90712308883667,-48.676,-81.919,-58.593,1921.771,3119.046,2467.903,1025.25,1723.338,1373.553,896.521,1395.708,1094.35,0.718755,0.543316,0.684063,False,16.25,4.57,6.18,3.94,2.4,2.23,1.4,1.36,1.26,7.0,16.0,13.0,64.0,110.0,104.0,0.6857,0.6935,0.7843,0.5463,0.128,0.2429,5.0,17.0,17.0,E3_without_E2_set,0.44990316,pair
UB-UBE2E1-SH3RF3,UBE2E1,SH3RF3,P51965,Q8TEJ3,7.910738945007324,4.023799896240234,-40.163,-75.754,-59.732,1636.375,2870.307,2343.639,890.603,1522.251,1284.203,745.772,1348.055,1059.436,0.715244,0.537652,0.707432,False,18.09,3.75,4.78,4.31,2.32,1.88,1.41,1.57,1.22,11.0,17.0,10.0,67.0,112.0,99.0,0.6593,0.7334,0.8438,0.5304,0.1281,0.2887,3.0,17.0,17.0,E3_without_E2_set,0.10080017,nonpair
UB-UBE2E1-RNF141,UBE2E1,RNF141,P51965,Q8WVD5,7.35986328125,4.232369899749756,-57.933,-83.436,-64.242,1904.433,3093.641,2418.98,1118.889,1775.114,1330.718,785.544,1318.527,1088.261,0.757915,0.67011,0.753987,True,12.66,3.48,6.64,2.86,1.9,1.98,1.06,1.17,1.03,10.0,18.0,14.0,67.0,115.0,101.0,0.8101,0.8336,0.847,0.5719,0.1341,0.2311,7.0,20.0,19.0,E3_without_E2_set,0.29978585,nonpair
UB-UBE2E1-RNF133,UBE2E1,RNF133,P51965,Q8WVZ7,7.402719974517822,4.140196800231934,-46.414,-71.505,-60.75,1638.052,2782.5,2399.353,992.214,1555.177,1300.13,645.838,1227.323,1099.224,0.684578,0.559435,0.715532,False,17.42,12.24,7.3,4.24,3.3,1.92,1.53,1.48,1.06,6.0,13.0,11.0,63.0,110.0,100.0,0.6454,0.5977,0.81,0.526,0.1308,0.2019,4.0,21.0,20.0,E3_without_E2_set,0.7337963,pair
UB-UBE2E1-ZNRF4,UBE2E1,ZNRF4,P51965,Q8WWF5,7.457053184509277,3.816804647445679,-53.41,-83.874,-72.852,1733.201,2971.601,2585.368,989.957,1517.899,1275.558,743.244,1453.702,1309.81,0.773093,0.700796,0.805366,False,13.33,5.35,7.9,2.86,1.95,1.87,1.05,1.04,0.98,8.0,17.0,13.0,67.0,115.0,104.0,0.8128,0.7327,0.8511,0.5994,0.1949,0.2198,3.0,21.0,22.0,E3_without_E2_set,0.8511818,pair
UB-UBE2E1-NEURL3,UBE2E1,NEURL3,P51965,Q96EH8,7.2676286697387695,3.9104297161102295,-53.038,-76.417,-79.104,1868.801,2892.242,2579.572,1040.911,1603.398,1350.406,827.89,1288.844,1229.166,0.768433,0.665097,0.774465,True,13.28,3.9,6.83,2.88,1.87,1.92,1.08,1.15,1.06,9.0,15.0,18.0,68.0,115.0,102.0,0.8078,0.8055,0.8565,0.5885,0.1435,0.2957,3.0,14.0,15.0,E3_without_E2_set,0.7457825,pair
UB-UBE2E1-RNFT2,UBE2E1,RNFT2,P51965,Q96EX2,7.241858959197998,4.2430620193481445,-49.669,-79.793,-70.821,1836.539,2931.835,2460.997,1009.075,1615.943,1258.659,827.464,1315.892,1202.338,0.786017,0.669909,0.783343,True,9.12,4.86,9.41,2.62,2.24,1.79,1.03,1.17,1.0,9.0,16.0,15.0,71.0,116.0,104.0,0.8483,0.8141,0.8817,0.6062,0.179,0.2802,5.0,14.0,15.0,E3_without_E2_set,0.8762092,pair
UB-UBE2E1-RNF145,UBE2E1,RNF145,P51965,Q96MT1,7.500561237335205,4.0631303787231445,-51.311,-73.711,-73.415,1954.249,2988.026,2541.775,1102.654,1724.455,1406.92,851.595,1263.571,1134.855,0.765522,0.634862,0.764047,False,12.09,3.71,7.35,3.11,2.17,1.91,1.25,1.31,1.05,8.0,16.0,16.0,63.0,111.0,101.0,0.8034,0.8287,0.8741,0.5969,0.1939,0.29,4.0,17.0,15.0,E3_without_E2_set,0.8596472,pair
UB-UBE2E1-BIRC8,UBE2E1,BIRC8,P51965,Q96P09,7.194509983062744,4.079339981079102,-43.778,-71.012,-55.809,1708.288,2824.496,2397.143,1058.705,1651.1,1295.476,649.583,1173.396,1101.667,0.714616,0.587216,0.77459,False,16.14,7.11,7.72,3.53,2.6,1.9,1.41,1.44,1.06,4.0,11.0,9.0,65.0,112.0,98.0,0.7216,0.7036,0.8542,0.5443,0.1423,0.279,3.0,11.0,10.0,E3_without_E2_set,0.7782818,pair
UB-UBE2E1-RNF157,UBE2E1,RNF157,P51965,Q96PX1,7.5405354499816895,3.958686590194702,-50.475,-82.684,-69.67,1613.121,2819.493,2334.444,1004.084,1596.899,1345.417,609.036,1222.595,989.027,0.706788,0.544619,0.659566,True,9.64,5.48,11.9,3.12,2.53,2.74,1.12,1.5,1.25,7.0,17.0,14.0,65.0,117.0,101.0,0.7733,0.7205,0.6773,0.5798,0.107,0.2819,5.0,15.0,15.0,E3_without_E2_set,0.08317161,nonpair
UB-UBE2E1-SCAF11,UBE2E1,SCAF11,P51965,Q99590,7.199508190155029,3.8095667362213135,-59.77,-87.807,-73.683,1881.575,2968.294,2641.262,948.349,1533.131,1265.675,933.226,1435.163,1375.587,0.784747,0.713637,0.806537,True,12.41,24.38,6.75,2.72,3.16,1.66,1.02,1.11,0.99,13.0,17.0,14.0,66.0,114.0,100.0,0.8314,0.6973,0.8935,0.6031,0.1609,0.2575,5.0,17.0,16.0,E3_without_E2_set,0.85189766,pair
UB-UBE2E1-CGRRF1,UBE2E1,CGRRF1,P51965,Q99675,7.059465408325195,3.84183406829834,-49.467,-78.367,-71.273,1560.344,2715.723,2346.924,827.839,1429.354,1231.401,732.505,1286.369,1115.522,0.785253,0.60834,0.710848,True,11.8,3.72,9.93,2.75,2.1,2.2,1.09,1.3,1.25,9.0,17.0,16.0,60.0,109.0,99.0,0.8347,0.7952,0.8093,0.5883,0.1414,0.2222,5.0,12.0,13.0,E3_without_E2_set,0.058065977,nonpair
UB-UBE2E1-TRIM56,UBE2E1,TRIM56,P51965,Q9BRZ2,7.505607604980469,4.295480251312256,-48.643,-76.515,-58.41,1700.945,2799.419,2476.482,930.909,1498.132,1314.752,770.035,1301.287,1161.73,0.64865,0.520968,0.739227,False,24.95,16.09,8.55,5.23,3.45,2.02,1.67,1.52,1.13,8.0,14.0,8.0,65.0,112.0,106.0,0.5586,0.578,0.8135,0.5079,0.1449,0.2376,6.0,19.0,22.0,E3_without_E2_set,0.96864676,pair
UB-UBE2E1-TRIM51,UBE2E1,TRIM51,P51965,Q9BSJ1,7.261017799377441,4.167587757110596,-40.681,-71.198,-53.361,1914.812,2810.836,2567.881,1082.837,1514.287,1431.809,831.975,1296.549,1136.072,0.721787,0.592594,0.767858,False,16.47,7.25,7.86,3.76,2.73,1.84,1.39,1.25,1.02,7.0,14.0,9.0,74.0,116.0,108.0,0.719,0.7259,0.8394,0.5445,0.1835,0.1888,4.0,16.0,20.0,E3_without_E2_set,0.9715161,pair
UB-UBE2E1-TRIM6,UBE2E1,TRIM6,P51965,Q9C030,7.33057165145874,3.885214567184448,-43.755,-68.137,-63.546,1550.417,2582.393,2543.743,895.098,1370.286,1338.747,655.32,1212.106,1204.996,0.746352,0.683989,0.792459,False,14.89,17.12,7.85,3.24,2.96,1.7,1.25,1.06,0.98,7.0,13.0,12.0,67.0,111.0,105.0,0.7643,0.7624,0.8298,0.556,0.2018,0.1756,2.0,5.0,7.0,E3_without_E2_set,0.28086522,nonpair
UB-UBE2E1-TRIM4,UBE2E1,TRIM4,P51965,Q9C037,7.539163112640381,3.965287446975708,-55.474,-82.955,-70.72,1878.369,2817.848,2584.918,928.223,1510.235,1340.177,950.146,1307.612,1244.741,0.739911,0.602421,0.768011,True,9.91,20.33,8.88,3.04,3.47,2.05,1.06,1.2,1.04,12.0,17.0,17.0,66.0,110.0,109.0,0.788,0.6603,0.8215,0.5884,0.2066,0.243,4.0,13.0,15.0,E3_without_E2_set,0.71430933,pair
UB-UBE2E1-RNF208,UBE2E1,RNF208,P51965,Q9H0X6,7.611711502075195,4.345844268798828,-37.887,-68.909,-63.124,1599.046,2778.18,2354.679,900.146,1515.552,1233.734,698.899,1262.627,1120.945,0.723661,0.585215,0.702709,True,9.45,4.7,6.93,3.02,2.31,2.12,1.07,1.39,1.26,8.0,13.0,13.0,59.0,111.0,100.0,0.7822,0.7834,0.7722,0.5817,0.1255,0.2245,3.0,12.0,13.0,E3_without_E2_set,0.00930781,nonpair
UB-UBE2E1-IRF2BPL,UBE2E1,IRF2BPL,P51965,Q9H1B7,8.880008697509766,6.381378650665283,-20.819,-36.061,-20.096,1194.456,2369.392,1668.948,886.889,1526.554,957.127,307.567,842.838,711.821,0.0,0.0,0.118202,False,25.86,19.61,12.48,18.2,18.55,8.67,12.7,16.42,5.07,2.0,5.0,5.0,62.0,100.0,72.0,0.0146,0.0123,0.0936,0.1622,0.0261,0.1858,5.0,10.0,5.0,E3_without_E2_set,0.054708865,nonpair
UB-UBE2E1-RNF39,UBE2E1,RNF39,P51965,Q9H2S5,7.942317485809326,4.612189769744873,-30.093,-59.349,-41.25,1791.437,2925.883,2409.564,1068.064,1620.658,1330.67,723.373,1305.225,1078.894,0.669732,0.445315,0.680339,False,22.11,5.43,7.12,4.8,3.32,2.25,1.6,2.29,1.34,4.0,9.0,5.0,68.0,113.0,98.0,0.561,0.5075,0.6784,0.4771,0.1035,0.2381,6.0,20.0,17.0,E3_without_E2_set,0.21722043,nonpair
UB-UBE2E1-UNKL,UBE2E1,UNKL,P51965,Q9H9P5,7.8038201332092285,4.546244144439697,-29.921,-59.299,-41.078,1455.129,2779.241,2048.197,906.643,1526.038,1072.095,548.486,1253.203,976.102,0.441596,0.1891,0.540354,False,20.5,5.14,16.31,6.0,4.89,3.88,2.59,4.64,1.52,5.0,11.0,8.0,53.0,105.0,82.0,0.3724,0.1477,0.544,0.3506,0.0206,0.1722,3.0,18.0,16.0,E3_without_E2_set,0.31138876,nonpair
UB-UBE2E1-MKRN1,UBE2E1,MKRN1,P51965,Q9UHC7,7.26186990737915,3.7925424575805664,-50.73,-84.675,-55.533,2033.33,3325.711,2323.323,1231.138,1840.401,1267.031,802.192,1485.31,1056.293,0.742943,0.651932,0.793276,False,15.65,3.72,6.84,3.25,1.96,1.97,1.25,1.11,0.97,6.0,14.0,8.0,73.0,121.0,99.0,0.7695,0.821,0.8414,0.5606,0.131,0.3322,11.0,20.0,18.0,E3_without_E2_set,0.8417792,pair
UB-UBE2E1-RNF112,UBE2E1,RNF112,P51965,Q9ULX5,7.2873759269714355,3.9725630283355713,-40.956,-70.071,-54.017,1600.11,2685.034,2395.153,837.324,1461.13,1299.772,762.786,1223.904,1095.381,0.705945,0.509429,0.747921,True,18.7,6.6,7.47,3.96,2.77,1.93,1.43,1.53,1.02,7.0,13.0,10.0,58.0,109.0,98.0,0.6594,0.6494,0.7965,0.5206,0.1184,0.196,8.0,17.0,21.0,E3_without_E2_set,0.45283073,pair
UB-UBE2E1-DTX4,UBE2E1,DTX4,P51965,Q9Y2E6,7.230177402496338,3.840057611465454,-62.15,-91.497,-63.875,3258.532,4017.679,2634.024,1793.773,2200.239,1357.261,1464.759,1817.44,1276.763,0.708983,0.681391,0.756536,False,19.84,22.72,26.45,4.27,3.97,5.39,1.44,1.24,1.24,12.0,17.0,15.0,132.0,162.0,108.0,0.6082,0.618,0.5037,0.4822,0.1829,0.4425,12.0,20.0,13.0,E3_without_E2_set,0.48349726,pair
UB-UBE2G2-TRIM43B,UBE2G2,TRIM43B,P60604,A6NCK2,7.271758556365967,6.005887985229492,-41.386,-49.439,-52.404,1983.476,3060.742,2636.587,1162.916,1627.301,1282.103,820.561,1433.441,1354.484,0.703679,0.607998,0.679974,True,26.45,7.2,27.14,6.45,2.86,4.66,1.45,1.21,1.31,8.0,13.0,15.0,84.0,131.0,109.0,0.3348,0.6888,0.4724,0.4195,0.1606,0.1973,8.0,25.0,25.0,E3_without_E2_set,0.0012240182,nonpair
UB-UBE2G2-RNF222,UBE2G2,RNF222,P60604,A6NCQ9,7.3659234046936035,5.863256931304932,-45.108,-59.72,-38.653,1973.5,3372.012,2532.774,1096.179,1867.936,1314.105,877.321,1504.076,1218.67,0.737372,0.659795,0.756802,False,24.45,4.73,22.47,5.22,2.01,3.95,1.34,1.12,1.04,5.0,12.0,9.0,78.0,129.0,105.0,0.4497,0.7315,0.5786,0.4848,0.1412,0.2781,9.0,23.0,24.0,E3_without_E2_set,0.021959014,nonpair
UB-UBE2G2-TRIM49B,UBE2G2,TRIM49B,P60604,A6NDI0,7.269354343414307,4.7869133949279785,-37.017,-54.258,-48.729,1797.54,3112.074,2745.624,1044.983,1621.475,1238.175,752.557,1490.6,1507.449,0.685718,0.478877,0.623622,False,21.66,9.72,21.72,5.63,3.28,5.63,1.5,1.53,1.58,6.0,11.0,13.0,78.0,126.0,107.0,0.3625,0.5346,0.2963,0.4423,0.1251,0.1583,7.0,15.0,18.0,E3_without_E2_set,0.004198014,nonpair
UB-UBE2G2-TRIM64,UBE2G2,TRIM64,P60604,A6NGJ6,7.684751033782959,5.107454299926758,-28.943,-74.691,-60.106,1669.772,3544.649,2914.233,932.98,1772.275,1397.748,736.792,1772.374,1516.486,0.756737,0.41647,0.614701,False,21.59,8.33,13.14,4.52,3.58,3.57,1.2,2.24,1.41,4.0,18.0,16.0,72.0,129.0,112.0,0.5008,0.4491,0.5612,0.5519,0.0558,0.1516,8.0,26.0,25.0,E3_without_E2_set,0.0028737108,nonpair
UB-UBE2G2-TRIM64B,UBE2G2,TRIM64B,P60604,A6NI03,7.37393045425415,4.766108989715576,-45.926,-57.182,-43.76,1928.941,3275.271,2677.951,1159.524,1752.689,1326.604,769.417,1522.582,1351.347,0.694847,0.528875,0.62762,True,25.14,8.25,17.73,5.86,3.02,4.6,1.48,1.4,1.51,7.0,10.0,7.0,74.0,123.0,105.0,0.3535,0.6256,0.2668,0.4355,0.1193,0.1419,9.0,32.0,32.0,E3_without_E2_set,0.010230349,nonpair
UB-UBE2G2-TRIM75,UBE2G2,TRIM75,P60604,A6NK02,7.361333847045898,4.818259716033936,-42.005,-55.413,-44.441,1657.672,3007.772,2577.987,1015.669,1595.057,1300.222,642.003,1412.715,1277.765,0.736072,0.605928,0.711471,False,24.58,6.56,11.41,5.04,2.64,3.16,1.37,1.28,1.3,7.0,14.0,11.0,82.0,128.0,107.0,0.5151,0.6986,0.6324,0.4993,0.1725,0.2376,6.0,25.0,27.0,E3_without_E2_set,0.009796792,nonpair
UB-UBE2G2-TRIM64C,UBE2G2,TRIM64C,P60604,A6NLI5,7.311787128448486,5.400798797607422,-46.078,-65.562,-48.922,1868.016,3268.695,2670.21,1076.464,1731.056,1369.22,791.552,1537.639,1300.99,0.713596,0.517055,0.653066,False,22.38,5.3,23.52,5.08,2.71,4.89,1.35,1.48,1.48,9.0,19.0,14.0,76.0,127.0,107.0,0.4358,0.6291,0.3426,0.4914,0.1294,0.1626,7.0,27.0,29.0,E3_without_E2_set,0.007838666,nonpair
UB-UBE2G2-MARCHF11,UBE2G2,MARCHF11,P60604,A6NNE9,7.337867259979248,5.423650741577148,-52.954,-53.361,-53.629,2213.051,3351.279,2976.726,1425.97,1870.057,1545.596,787.08,1481.221,1431.13,0.687604,0.521138,0.700922,False,24.78,3.85,10.78,5.32,2.26,3.21,1.49,1.27,1.36,4.0,12.0,14.0,89.0,132.0,112.0,0.4518,0.7089,0.6947,0.4904,0.3236,0.3292,9.0,24.0,30.0,E3_without_E2_set,0.014653723,nonpair
UB-UBE2G2-NEURL1B,UBE2G2,NEURL1B,P60604,A8MQ27,7.324029445648193,4.920783519744873,-42.077,-67.237,-52.828,2050.133,3618.691,2608.078,1100.799,1789.048,1318.669,949.334,1829.643,1289.409,0.67995,0.50296,0.549312,False,21.92,3.86,20.64,5.27,2.31,5.84,1.48,1.43,1.9,10.0,18.0,10.0,76.0,126.0,103.0,0.4033,0.6365,0.3218,0.478,0.0971,0.1849,7.0,29.0,27.0,E3_without_E2_set,0.024223339,nonpair
UB-UBE2G2-TRIM49D1,UBE2G2,TRIM49D1,P60604,C9J1S8,7.221689701080322,4.831876277923584,-37.012,-53.241,-45.613,2066.151,3187.211,2867.403,1217.977,1679.642,1407.297,848.174,1507.569,1460.106,0.702947,0.534697,0.679681,False,23.09,10.03,15.94,5.63,3.2,3.71,1.47,1.46,1.31,4.0,11.0,11.0,77.0,125.0,109.0,0.376,0.5963,0.4374,0.4632,0.1405,0.1421,3.0,18.0,21.0,E3_without_E2_set,0.041826766,nonpair
UB-UBE2G2-RNF223,UBE2G2,RNF223,P60604,E7ERA6,7.277998447418213,4.603092670440674,-43.593,-61.049,-44.226,1857.65,3372.712,2549.642,1118.53,1800.352,1242.408,739.12,1572.36,1307.234,0.728125,0.607215,0.699948,False,24.27,22.31,16.42,4.96,3.71,4.21,1.37,1.23,1.2,7.0,16.0,11.0,76.0,128.0,101.0,0.4603,0.6065,0.504,0.4708,0.1076,0.1945,7.0,21.0,21.0,E3_without_E2_set,0.02753757,nonpair
UB-UBE2G2-TRIM77,UBE2G2,TRIM77,P60604,I1YAP6,7.255872249603271,4.729161739349365,-36.48,-65.955,-50.179,1644.679,3151.951,2560.813,1008.612,1696.541,1219.507,636.067,1455.41,1341.307,0.7209,0.566642,0.621091,False,21.2,25.62,19.86,5.09,3.75,6.64,1.38,1.31,1.36,6.0,17.0,13.0,76.0,125.0,105.0,0.4044,0.5368,0.2301,0.4808,0.1004,0.1465,9.0,23.0,26.0,E3_without_E2_set,0.0028097443,nonpair
UB-UBE2G2-RNF225,UBE2G2,RNF225,P60604,M0QZC1,7.395667552947998,6.132730484008789,-40.273,-53.912,-40.03,1826.305,3241.57,2377.372,1146.546,1746.337,1192.727,679.759,1495.233,1184.645,0.726915,0.627915,0.695889,False,26.2,4.56,21.48,5.8,2.06,5.67,1.33,1.18,1.15,6.0,15.0,11.0,73.0,123.0,94.0,0.386,0.7787,0.3744,0.4201,0.0925,0.2358,12.0,25.0,20.0,E3_without_E2_set,0.0010195723,nonpair
UB-UBE2G2-TRIM49,UBE2G2,TRIM49,P60604,P0CI25,7.73414945602417,5.210321426391602,-29.183,-56.87,-49.707,1657.818,3194.865,2936.418,895.223,1597.295,1457.993,762.595,1597.57,1478.426,0.749043,0.434285,0.606606,False,22.58,7.73,13.7,4.71,3.7,3.81,1.2,2.41,1.51,7.0,16.0,17.0,70.0,120.0,111.0,0.4983,0.4556,0.5198,0.5253,0.065,0.1436,1.0,18.0,17.0,E3_without_E2_set,0.014491631,nonpair
UB-UBE2G2-TRIM49C,UBE2G2,TRIM49C,P60604,P0CI26,7.312778949737549,5.346716403961182,-30.469,-50.504,-40.365,1703.49,2984.101,2698.317,806.164,1561.314,1291.966,897.326,1422.787,1406.35,0.682923,0.500142,0.63399,False,24.33,12.41,12.04,5.74,3.49,3.42,1.6,1.55,1.62,7.0,12.0,13.0,79.0,123.0,110.0,0.372,0.5407,0.4053,0.4407,0.1257,0.1475,2.0,19.0,19.0,E3_without_E2_set,0.0062120864,nonpair
