PDB_ID,Entry_ID,Number_of_Distinct_Protein_Entities,Refinement_Resolution,Resolution_Method,Release_Date,E2_UniProtIDs,E2_Gene_Names,E3_UniProtIDs,E3_Gene_Names,ubiquitin_in_structure,Nonpolymer_Entities,Entity_ID,Source_Organism,Gene_Name,Macromolecule_Name,Accession_Codes,EC_Number,Polymer_Type
7ZBZ,7ZBZ,5,3.1,EM,2023-04-19,,,P62877,RBX1,,,"1,2,3,4,5","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens","1:CUL1,2:CAND1, KIAA0829, TIP120, TIP120A,3:RBX1,4:SKP1, EMC19, OCP2, SKP1A, TCEB1L,5:SKP2, FBXL1","1:Cullin-1,2:Cullin-associated NEDD8-dissociated protein 1,3:E3 ubiquitin-protein ligase RBX1,4:S-phase kinase-associated protein 1,5:S-phase kinase-associated protein 2","1:Q13616,2:Q86VP6,3:P62877,4:P63208,5:Q13309",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polypeptide(L)"
7ZDD,7ZDD,2,1.625,X-ray,2022-06-29,,,Q9UPN9,TRIM33,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:TRIM33, KIAA1113, RFG7, TIF1G","1:E3 ubiquitin-protein ligase TRIM33,2:Histone H3.X","1:Q9UPN9,2:P0DPK5",,"1:polypeptide(L),2:polypeptide(L)"
7ZJ3,7ZJ3,3,2.53,X-ray,2022-11-30,P51668,UBE2D1,Q9C040,TRIM2,"P0CG48,UBC,Polyubiquitin-C",,"1,2,3","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens","1:TRIM2, KIAA0517, RNF86,2:UBE2D1, SFT, UBC5A, UBCH5, UBCH5A,3:UBC","1:Tripartite motif-containing protein 2,2:Ubiquitin-conjugating enzyme E2 D1,3:Polyubiquitin-C","1:Q9C040,2:P51668,3:P0CG48",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
7ZYU,7ZYU,2,2.43,X-ray,2022-06-01,,,Q9UBN7,HDAC6,,,"1,2","1:Homo sapiens,2:synthetic construct","1:HDAC6, KIAA0901, JM21","1:Histone deacetylase 6,2:Designed Ankyrin repeat protein F10",1:Q9UBN7,,"1:polypeptide(L),2:polypeptide(L)"
8A38,8A38,1,2.196,X-ray,2023-09-20,,,Q9C040,TRIM2,,,1,1:Homo sapiens,"1:TRIM2, KIAA0517, RNF86",1:Tripartite motif-containing protein 2,1:Q9C040,,1:polypeptide(L)
8A58,8A58,2,2.25,X-ray,2023-04-26,Q96B02,UBE2W,P19474,TRIM21,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:UBE2W, UBC16,2:TRIM21, RNF81, RO52, SSA1","1:Ubiquitin-conjugating enzyme E2 W,2:E3 ubiquitin-protein ligase TRIM21","1:Q96B02,2:P19474",,"1:polypeptide(L),2:polypeptide(L)"
8A5L,8A5L,2,1.622,X-ray,2022-07-06,,,Q9C029,TRIM7,,,"1,2","1:Homo sapiens,2:Enterovirus A71","1:TRIM7, GNIP, RNF90","1:E3 ubiquitin-protein ligase TRIM7,2:2BC peptide TIEALFQ","1:Q9C029,2:B9VUU3",,"1:polypeptide(L),2:polypeptide(L)"
8A5M,8A5M,2,2.918,X-ray,2022-07-06,,,Q9C029,TRIM7,,,"1,2","1:Homo sapiens,2:Murine norovirus 1","1:TRIM7, GNIP, RNF90","1:E3 ubiquitin-protein ligase TRIM7,2:MNV1-NS6 peptide LEALEFQ","1:Q9C029,2:Q80J95",,"1:polypeptide(L),2:polypeptide(L)"
8A8X,8A8X,2,2.37,X-ray,2022-07-06,,,Q9C029,TRIM7,,,"1,2","1:Homo sapiens,2:Murine norovirus 1","1:TRIM7, GNIP, RNF90","1:E3 ubiquitin-protein ligase TRIM7,2:MNV1-NS3 C term peptide","1:Q9C029,2:Q80J95",,"1:polypeptide(L),2:polypeptide(L)"
8AEU,8AEU,1,2.0,X-ray,2023-01-18,,,Q00987,MDM2,,,1,1:Homo sapiens,,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,,1:polypeptide(L)
8AMR,8AMR,1,3.8,X-ray,2023-11-15,,,O75382,TRIM3,,,1,1:Homo sapiens,"1:TRIM3, BERP, RNF22, RNF97",1:Tripartite motif-containing protein 3,1:O75382,,1:polypeptide(L)
8AMS,8AMS,3,2.4,X-ray,2023-11-15,P61077,UBE2D3,Q9C040,TRIM2,"P0CG48,UBC,Polyubiquitin-C",,"1,2,3","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens","1:UBE2D3, UBC5C, UBCH5C,2:TRIM2, KIAA0517, RNF86,3:UBC","1:Ubiquitin-conjugating enzyme E2 D3,2:Tripartite motif-containing protein 2,3:Polyubiquitin-C","1:P61077,2:Q9C040,3:P0CG48",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
8ATM,8ATM,1,3.3,EM,2023-03-08,Q9NR09,BIRC6,,,,,1,1:Homo sapiens,"1:BIRC6, KIAA1289",1:Baculoviral IAP repeat-containing protein 6,1:Q9NR09,,1:polypeptide(L)
8ATO,8ATO,2,3.0,EM,2023-03-08,Q9NR09,BIRC6,,,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:BIRC6, KIAA1289,2:DIABLO, SMAC","1:Baculoviral IAP repeat-containing protein 6,2:Diablo IAP-binding mitochondrial protein","1:Q9NR09,2:Q9NR28",,"1:polypeptide(L),2:polypeptide(L)"
8ATU,8ATU,1,3.3,EM,2023-02-15,Q9NR09,BIRC6,,,,,1,1:Homo sapiens,"1:BIRC6, KIAA1289",1:Baculoviral IAP repeat-containing protein 6,1:Q9NR09,,1:polypeptide(L)
8ATX,8ATX,1,7.0,EM,2023-02-15,Q9NR09,BIRC6,,,,,1,1:Homo sapiens,"1:BIRC6, KIAA1289",1:Baculoviral IAP repeat-containing protein 6,1:Q9NR09,,1:polypeptide(L)
8AUK,8AUK,2,6.2,EM,2023-02-15,Q9NR09,BIRC6,,,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:BIRC6, KIAA1289,2:HTRA2, OMI, PRSS25","1:Baculoviral IAP repeat-containing protein 6,2:Serine protease HTRA2, mitochondrial","1:Q9NR09,2:O43464",,"1:polypeptide(L),2:polypeptide(L)"
8AUW,8AUW,2,7.2,EM,2023-02-15,Q9NR09,BIRC6,,,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:BIRC6, KIAA1289,2:DIABLO, SMAC","1:Baculoviral IAP repeat-containing protein 6,2:Diablo IAP-binding mitochondrial protein","1:Q9NR09,2:Q9NR28",,"1:polypeptide(L),2:polypeptide(L)"
8AZA,8AZA,2,3.15,EM,2022-10-26,,,P98170,XIAP,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:XIAP, API3, BIRC4, IAP3,2:RIPK2, CARDIAK, RICK, RIP2, UNQ277/PRO314/PRO34092","1:E3 ubiquitin-protein ligase XIAP,2:Receptor-interacting serine/threonine-protein kinase 2","1:P98170,2:O43353",,"1:polypeptide(L),2:polypeptide(L)"
8B3G,8B3G,8,4.4,EM,2024-09-04,,,P62877,RBX1,"P0CG48,UBC,Ubiquitin",,"1,2,3,4,5,6,7,8","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens","1:UBE2D2,2:NEDD8,3:RBX1, RNF75, ROC1,4:UBC,5:ERCC8, CKN1, CSA,6:UVSSA, KIAA1530,7:DDB1, XAP1,8:CUL4A","1:ubiquitin-conjugating enzyme E2 D2 isoform X3,2:NEDD8,3:E3 ubiquitin-protein ligase RBX1,4:Ubiquitin,5:DNA excision repair protein ERCC-8,6:UV-stimulated scaffold protein A,7:DNA damage-binding protein 1,8:Cullin-4A","1:A0A6P5C4T4,2:Q15843,3:P62877,4:P0CG48,5:Q13216,6:Q2YD98,7:Q16531,8:Q13619",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polypeptide(L),6:polypeptide(L),7:polypeptide(L),8:polypeptide(L)"
8B3I,8B3I,7,3.5,EM,2023-09-27,P62837,UBE2D2,P62877,RBX1,"P0CG48,UBC,Ubiquitin",,"1,2,3,4,5,6,7","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens","1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B,2:NEDD8,3:RBX1, RNF75, ROC1,4:UBC,5:ERCC8, CKN1, CSA,6:DDB1, XAP1,7:CUL4A","1:Ubiquitin-conjugating enzyme E2 D2,2:NEDD8,3:E3 ubiquitin-protein ligase RBX1,4:Ubiquitin,5:DNA excision repair protein ERCC-8,6:DNA damage-binding protein 1,7:Cullin-4A","1:P62837,2:Q15843,3:P62877,4:P0CG48,5:Q13216,6:Q16531,7:Q13619",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polypeptide(L),6:polypeptide(L),7:polypeptide(L)"
8B5W,8B5W,1,1.8,X-ray,2023-10-04,,,Q5T4S7,UBR4,,,1,1:Homo sapiens,,"1:cDNA FLJ12511 fis, clone NT2RM2001727, highly similar to Homo sapiens ubiquitin protein ligase E3 component n-recognin 4 (UBR4), mRNA",1:Q5T4S7,,1:polypeptide(L)
8BD8,8BD8,1,3.1,X-ray,2022-12-07,,,Q9UPN9,TRIM33,,,1,1:Homo sapiens,"1:TRIM33, KIAA1113, RFG7, TIF1G",1:E3 ubiquitin-protein ligase TRIM33,1:Q9UPN9,,1:polypeptide(L)
8BD9,8BD9,1,3.2,X-ray,2022-12-07,,,Q9UPN9,TRIM33,,,1,1:Homo sapiens,"1:TRIM33, KIAA1113, RFG7, TIF1G",1:E3 ubiquitin-protein ligase TRIM33,1:Q9UPN9,,1:polypeptide(L)
8BDY,8BDY,1,3.05,X-ray,2022-12-07,,,Q9UPN9,TRIM33,,,1,1:Homo sapiens,"1:TRIM33, KIAA1113, RFG7, TIF1G",1:E3 ubiquitin-protein ligase TRIM33,1:Q9UPN9,,1:polypeptide(L)
8BGU,8BGU,3,4.1,EM,2023-06-14,,,Q00987,MDM2,,,"1,2,3,4","1:Homo sapiens,2:Saccharomyces cerevisiae,3:Homo sapiens,4:Homo sapiens","1:MDM2,3:RPL5, MSTP030,4:RPL11","1:E3 ubiquitin-protein ligase Mdm2,2:5S rRNA,3:60S ribosomal protein L5,4:60S ribosomal protein L11","1:Q00987,3:P46777,4:P62913",,"1:polypeptide(L),2:polyribonucleotide,3:polypeptide(L),4:polypeptide(L)"
8BJA,8BJA,1,3.0,EM,2023-07-12,,,O95071,UBR5,,,1,1:Homo sapiens,"1:UBR5, EDD, EDD1, HYD, KIAA0896",1:E3 ubiquitin-protein ligase UBR5,1:O95071,,1:polypeptide(L)
8BTL,8BTL,2,3.2,X-ray,2023-12-13,P49459,UBE2A,Q5T4S7,UBR4,,,"1,2","1:Homo sapiens,2:Homo sapiens",2:UBE2A,"1:cDNA FLJ12511 fis, clone NT2RM2001727, highly similar to Homo sapiens ubiquitin protein ligase E3 component n-recognin 4 (UBR4), mRNA,2:Ubiquitin conjugating enzyme E2 A","1:Q5T4S7,2:P49459",,"1:polypeptide(L),2:polypeptide(L)"
8BVL,8BVL,1,2.24,X-ray,2023-01-18,,,Q9BYM8,RBCK1,,,1,1:Homo sapiens,"1:RBCK1, C20orf18, RNF54, UBCE7IP3, XAP3, XAP4",1:RanBP-type and C3HC4-type zinc finger-containing protein 1,1:Q9BYM8,,1:polypeptide(L)
8BVW,8BVW,36,4.0,EM,2023-05-03,,,P51948,MNAT1,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens,10:Homo sapiens,11:Sus scrofa,12:Sus scrofa,13:Sus scrofa,14:Sus scrofa,15:Sus scrofa,16:Sus scrofa,17:Sus scrofa,18:Sus scrofa,19:Sus scrofa,20:Sus scrofa,21:Sus scrofa,22:Sus scrofa,23:Homo sapiens,24:unidentified adenovirus,25:Homo sapiens,26:Homo sapiens,27:Homo sapiens,28:unidentified adenovirus,29:Homo sapiens,30:Homo sapiens,31:Homo sapiens,32:Homo sapiens,33:Homo sapiens,34:Homo sapiens,35:Xenopus laevis,36:Xenopus laevis,37:Xenopus laevis,38:Xenopus laevis","1:ERCC3, XPB, XPBC,2:ERCC2, XPD, XPDC,3:GTF2H1, BTF2,4:GTF2H4,5:GTF2H2, BTF2P44,6:GTF2H3,7:GTF2H5, C6orf175, TTDA,8:MNAT1, CAP35, MAT1, RNF66,9:CDK7, CAK, CAK1, CDKN7, MO15, STK1,10:CCNH,23:GTF2B, TF2B, TFIIB,25:TBP, GTF2D1, TF2D, TFIID,26:GTF2F1, RAP74,27:GTF2F2, RAP30,29:GTF2A1, TF2A1,30:GTF2A2, TF2A2,31:GTF2E1, TF2E1,GTF2E1, TF2E1,32:GTF2E2, TF2E2","1:General transcription and DNA repair factor IIH helicase subunit XPB,2:TFIIH basal transcription factor complex helicase XPD subunit,3:General transcription factor IIH subunit 1,4:General transcription factor IIH subunit 4,5:General transcription factor IIH subunit 2,6:General transcription factor IIH subunit 3,7:General transcription factor IIH subunit 5,8:CDK-activating kinase assembly factor MAT1,9:Cyclin-dependent kinase 7,10:Cyclin-H,11:DNA-directed RNA polymerase subunit,12:DNA-directed RNA polymerase subunit beta,13:DNA-directed RNA polymerase II subunit RPB3,14:RNA polymerase II subunit D,15:DNA-directed RNA polymerase II subunit E,16:DNA-directed RNA polymerase II subunit F,17:DNA-directed RNA polymerase II subunit RPB7,18:DNA-directed RNA polymerases I, II, and III subunit RPABC3,19:DNA-directed RNA polymerase II subunit RPB9,20:DNA-directed RNA polymerases I, II, and III subunit RPABC5,21:DNA-directed RNA polymerase II subunit RPB11-a,22:RNA polymerase II subunit K,23:Transcription initiation factor IIB,24:Non-template DNA,25:TATA-box-binding protein,26:General transcription factor IIF subunit 1,27:General transcription factor IIF subunit 2,28:Template DNA,29:Transcription initiation factor IIA subunit 1,30:Transcription initiation factor IIA subunit 2,31:General transcription factor IIE subunit 1,32:Transcription initiation factor IIE subunit beta,33:Unassigned peptide, likely XPB,34:Unassigned peptide, likely TFIIE-beta,35:Histone H3.2,36:Histone H4,37:Histone H2A type 1,38:Histone H2B 1.1","1:P19447,2:P18074,3:P32780,4:Q92759,5:Q13888,6:Q13889,7:Q6ZYL4,8:P51948,9:P50613,10:P51946,11:A0A7M4DUC2,12:I3LGP4,13:I3LCH3,14:A0A287ADR4,15:I3LSI7,16:A0A4X1VEK9,17:A0A4X1VKG7,18:I3LCB2,19:P60899,20:A0A4X1VYD0,21:F1RKE4,22:A0A4X1TRS6,23:Q00403,25:P20226,26:P35269,27:P13984,29:P52655,30:P52657,31:P29083,32:P29084,35:P84233,36:P62799,37:P06897,38:P02281",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polypeptide(L),6:polypeptide(L),7:polypeptide(L),8:polypeptide(L),9:polypeptide(L),10:polypeptide(L),11:polypeptide(L),12:polypeptide(L),13:polypeptide(L),14:polypeptide(L),15:polypeptide(L),16:polypeptide(L),17:polypeptide(L),18:polypeptide(L),19:polypeptide(L),20:polypeptide(L),21:polypeptide(L),22:polypeptide(L),23:polypeptide(L),24:polydeoxyribonucleotide,25:polypeptide(L),26:polypeptide(L),27:polypeptide(L),28:polydeoxyribonucleotide,29:polypeptide(L),30:polypeptide(L),31:polypeptide(L),32:polypeptide(L),33:polypeptide(L),34:polypeptide(L),35:polypeptide(L),36:polypeptide(L),37:polypeptide(L),38:polypeptide(L)"
8BYQ,8BYQ,34,4.1,EM,2023-05-03,,,P51948,MNAT1,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens,10:Homo sapiens,11:Sus scrofa,12:Sus scrofa,13:Sus scrofa,14:Sus scrofa,15:Sus scrofa,16:Sus scrofa,17:Sus scrofa,18:Sus scrofa,19:Sus scrofa,20:Sus scrofa,21:Sus scrofa,22:Sus scrofa,23:Homo sapiens,24:unidentified adenovirus,25:Homo sapiens,26:Homo sapiens,27:Homo sapiens,28:unidentified adenovirus,29:Homo sapiens,30:Homo sapiens,31:Homo sapiens,32:Homo sapiens,33:Xenopus laevis,34:Xenopus laevis,35:Xenopus laevis,36:Xenopus laevis","1:ERCC3, XPB, XPBC,2:ERCC2, XPD, XPDC,3:GTF2H1, BTF2,4:GTF2H4,5:GTF2H2, BTF2P44,6:GTF2H3,7:GTF2H5, C6orf175, TTDA,8:MNAT1, CAP35, MAT1, RNF66,9:CDK7, CAK, CAK1, CDKN7, MO15, STK1,10:CCNH,23:GTF2B, TF2B, TFIIB,25:TBP, GTF2D1, TF2D, TFIID,26:GTF2F1, RAP74,27:GTF2F2, RAP30,29:GTF2A1, TF2A1,30:GTF2A2, TF2A2,31:GTF2E1, TF2E1,32:GTF2E2, TF2E2","1:General transcription and DNA repair factor IIH helicase subunit XPB,2:TFIIH basal transcription factor complex helicase XPD subunit,3:General transcription factor IIH subunit 1,4:General transcription factor IIH subunit 4,5:General transcription factor IIH subunit 2,6:General transcription factor IIH subunit 3,7:General transcription factor IIH subunit 5,8:CDK-activating kinase assembly factor MAT1,9:Cyclin-dependent kinase 7,10:Cyclin-H,11:DNA-directed RNA polymerase subunit,12:DNA-directed RNA polymerase subunit beta,13:DNA-directed RNA polymerase II subunit RPB3,14:RNA polymerase II subunit D,15:DNA-directed RNA polymerase II subunit E,16:DNA-directed RNA polymerase II subunit F,17:DNA-directed RNA polymerase II subunit RPB7,18:DNA-directed RNA polymerases I, II, and III subunit RPABC3,19:DNA-directed RNA polymerase II subunit RPB9,20:DNA-directed RNA polymerases I, II, and III subunit RPABC5,21:DNA-directed RNA polymerase II subunit RPB11-a,22:RNA polymerase II subunit K,23:Transcription initiation factor IIB,24:Non-template DNA,25:TATA-box-binding protein,26:General transcription factor IIF subunit 1,27:General transcription factor IIF subunit 2,28:Template DNA,29:Transcription initiation factor IIA subunit 1,30:Transcription initiation factor IIA subunit 2,31:General transcription factor IIE subunit 1,32:Transcription initiation factor IIE subunit beta,33:Histone H3.2,34:Histone H4,35:Histone H2A type 1,36:Histone H2B 1.1","1:P19447,2:P18074,3:P32780,4:Q92759,5:Q13888,6:Q13889,7:Q6ZYL4,8:P51948,9:P50613,10:P51946,11:A0A7M4DUC2,12:I3LGP4,13:I3LCH3,14:A0A287ADR4,15:I3LSI7,16:A0A4X1VEK9,17:A0A4X1VKG7,18:I3LCB2,19:P60899,20:A0A4X1VYD0,21:F1RKE4,22:A0A4X1TRS6,23:Q00403,25:P20226,26:P35269,27:P13984,29:P52655,30:P52657,31:P29083,32:P29084,33:P84233,34:P62799,35:P06897,36:P02281",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polypeptide(L),6:polypeptide(L),7:polypeptide(L),8:polypeptide(L),9:polypeptide(L),10:polypeptide(L),11:polypeptide(L),12:polypeptide(L),13:polypeptide(L),14:polypeptide(L),15:polypeptide(L),16:polypeptide(L),17:polypeptide(L),18:polypeptide(L),19:polypeptide(L),20:polypeptide(L),21:polypeptide(L),22:polypeptide(L),23:polypeptide(L),24:polydeoxyribonucleotide,25:polypeptide(L),26:polypeptide(L),27:polypeptide(L),28:polydeoxyribonucleotide,29:polypeptide(L),30:polypeptide(L),31:polypeptide(L),32:polypeptide(L),33:polypeptide(L),34:polypeptide(L),35:polypeptide(L),36:polypeptide(L)"
8C06,8C06,1,2.7,EM,2023-08-23,,,O95071,UBR5,,,1,1:Homo sapiens,"1:UBR5, EDD, EDD1, HYD, KIAA0896",1:E3 ubiquitin-protein ligase UBR5,1:O95071,,1:polypeptide(L)
8C07,8C07,3,3.3,EM,2023-08-23,,,O95071,UBR5,"P0CG47,UBB,Polyubiquitin-B,P0CG47,UBB,Polyubiquitin-B",,"1,2,3","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens","1:UBR5, EDD, EDD1, HYD, KIAA0896,2:UBB,3:UBB","1:E3 ubiquitin-protein ligase UBR5,2:Polyubiquitin-B,3:Polyubiquitin-B","1:O95071,2:P0CG47,3:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
8C6J,8C6J,48,2.8,EM,2023-07-12,,,"Q9UMS4,Q9Y314","NOSIP,PRPF19",,,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens,10:Homo sapiens,11:Homo sapiens,12:Homo sapiens,13:Homo sapiens,14:Homo sapiens,15:Homo sapiens,16:Homo sapiens,17:Homo sapiens,18:Homo sapiens,19:Homo sapiens,20:Homo sapiens,21:Homo sapiens,22:Homo sapiens,23:Homo sapiens,24:Homo sapiens,25:Homo sapiens,26:Homo sapiens,27:Homo sapiens,28:Homo sapiens,29:Homo sapiens,30:Homo sapiens,31:Homo sapiens,32:Homo sapiens,33:Homo sapiens,34:Homo sapiens,35:Homo sapiens,36:Homo sapiens,37:Homo sapiens,38:Homo sapiens,39:Homo sapiens,40:Homo sapiens,41:Homo sapiens,42:Homo sapiens,43:Homo sapiens,44:Homo sapiens,45:Homo sapiens,46:Homo sapiens,47:Homo sapiens,48:Homo sapiens,49:Homo sapiens,50:Homo sapiens,51:Homo sapiens,52:Homo sapiens,53:Homo sapiens",,"1:U2 snRNA,2:Splicing factor ESS-2 homolog,3:U5 snRNA,4:U6 snRNA,5:Eukaryotic initiation factor 4A-III,6:RNA-binding protein 8A,7:Protein mago nashi homolog,8:Pre-mRNA-processing-splicing factor 8,9:U5 small nuclear ribonucleoprotein 200 kDa helicase,10:116 kDa U5 small nuclear ribonucleoprotein component,11:Peptidyl-prolyl cis-trans isomerase-like 3,12:Probable ATP-dependent RNA helicase DDX41,13:Peptidyl-prolyl cis-trans isomerase E,14:Protein FAM50A,15:Pre-mRNA-splicing factor ISY1 homolog,16:Nitric oxide synthase-interacting protein,17:Splicing factor C9orf78,18:PRKR-interacting protein 1,19:PM5 5' Exon,20:Splicing factor Cactin,21:Protein FAM32A,22:Pre-mRNA-splicing factor CWC22 homolog,23:PM5 Intron,24:Pleiotropic regulator 1,25:SNW domain-containing protein 1,26:Protein BUD31 homolog,27:Pre-mRNA-splicing factor RBM22,28:U5 small nuclear ribonucleoprotein 40 kDa protein,29:Cell division cycle 5-like protein,30:Spliceosome-associated protein CWC15 homolog,31:Serine/arginine repetitive matrix protein 2,32:Crooked neck-like protein 1,33:Pre-mRNA-splicing factor SYF1,34:Intron-binding protein aquarius,35:ATP-dependent RNA helicase DHX8,36:U2 small nuclear ribonucleoprotein A',37:U2 small nuclear ribonucleoprotein B'',38:NF-kappa-B-activating protein,39:Small nuclear ribonucleoprotein Sm D2,40:Small nuclear ribonucleoprotein-associated proteins B and B',41:Small nuclear ribonucleoprotein Sm D1,42:Small nuclear ribonucleoprotein Sm D3,43:Small nuclear ribonucleoprotein E,44:Small nuclear ribonucleoprotein F,45:Small nuclear ribonucleoprotein G,46:Pre-mRNA-splicing factor SLU7,47:Peptidyl-prolyl cis-trans isomerase-like 1,48:STING ER exit protein,49:Pre-mRNA-processing factor 17,50:Pre-mRNA-splicing factor SPF27,51:Pre-mRNA-processing factor 19,52:Pre-mRNA-splicing factor SYF2,53:Splicing regulator SDE2","2:Q96DF8,5:P38919,6:Q9Y5S9,7:P61326,8:Q6P2Q9,9:O75643,10:Q15029,11:Q9H2H8,12:Q9UJV9,13:Q9UNP9,14:Q14320,15:Q9ULR0,16:Q9Y314,17:Q9NZ63,18:Q9H875,20:Q8WUQ7,21:Q9Y421,22:Q9HCG8,24:O43660,25:Q13573,26:P41223,27:Q9NW64,28:Q96DI7,29:Q99459,30:Q9P013,31:Q9UQ35,32:Q9BZJ0,33:Q9HCS7,34:O60306,35:Q14562,36:P09661,37:P08579,38:Q8N5F7,39:P62316,40:P14678,41:P62314,42:P62318,43:P62304,44:P62306,45:P62308,46:O95391,47:Q9Y3C6,48:Q9H5V9,49:O60508,50:O75934,51:Q9UMS4,52:O95926,53:Q6IQ49",,"1:polyribonucleotide,2:polypeptide(L),3:polyribonucleotide,4:polyribonucleotide,5:polypeptide(L),6:polypeptide(L),7:polypeptide(L),8:polypeptide(L),9:polypeptide(L),10:polypeptide(L),11:polypeptide(L),12:polypeptide(L),13:polypeptide(L),14:polypeptide(L),15:polypeptide(L),16:polypeptide(L),17:polypeptide(L),18:polypeptide(L),19:polyribonucleotide,20:polypeptide(L),21:polypeptide(L),22:polypeptide(L),23:polyribonucleotide,24:polypeptide(L),25:polypeptide(L),26:polypeptide(L),27:polypeptide(L),28:polypeptide(L),29:polypeptide(L),30:polypeptide(L),31:polypeptide(L),32:polypeptide(L),33:polypeptide(L),34:polypeptide(L),35:polypeptide(L),36:polypeptide(L),37:polypeptide(L),38:polypeptide(L),39:polypeptide(L),40:polypeptide(L),41:polypeptide(L),42:polypeptide(L),43:polypeptide(L),44:polypeptide(L),45:polypeptide(L),46:polypeptide(L),47:polypeptide(L),48:polypeptide(L),49:polypeptide(L),50:polypeptide(L),51:polypeptide(L),52:polypeptide(L),53:polypeptide(L)"
8CDJ,8CDJ,5,3.4,EM,2023-04-19,,,P62877,RBX1,,,"1,2,3,4,5","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens","1:CUL1,2:RBX1, RNF75, ROC1,3:CAND1, KIAA0829, TIP120, TIP120A,4:SKP2, FBXL1,5:SKP1, EMC19, OCP2, SKP1A, TCEB1L","1:Cullin-1,2:E3 ubiquitin-protein ligase RBX1, N-terminally processed,3:Cullin-associated NEDD8-dissociated protein 1,4:S-phase kinase-associated protein 2,5:S-phase kinase-associated protein 1","1:Q13616,2:P62877,3:Q86VP6,4:Q13309,5:P63208",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polypeptide(L)"
8CDK,8CDK,5,3.32,EM,2023-04-19,,,P62877,RBX1,,,"1,2,3,4,5","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens","1:CUL1,2:CAND1, KIAA0829, TIP120, TIP120A,3:RBX1, RNF75, ROC1,4:SKP1, EMC19, OCP2, SKP1A, TCEB1L,5:SKP2, FBXL1","1:Cullin-1,2:Cullin-associated NEDD8-dissociated protein 1,3:E3 ubiquitin-protein ligase RBX1, N-terminally processed,4:S-phase kinase-associated protein 1,5:S-phase kinase-associated protein 2","1:Q13616,2:Q86VP6,3:P62877,4:P63208,5:Q13309",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polypeptide(L)"
